1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,0933176;0,0923059;0,0960312;0,0978664;0,0976085;0,0984428;0,0995561;0,102185;0,112611;0,111478;0,111761;0,113385;0,123551;0,123233;0,121303;0,121318;0,284909
0,0921566;0,0963699;0,0944172;0,0981729;0,0976875;0,0989062;0,100598;0,106191;0,112547;0,112643;0,114771;0,115657;0,123944;0,123297;0,121307;0,121904;0,279674
0,0902324;0,0971193;0,0958377;0,0975145;0,094416;0,0991393;0,0999197;0,101505;0,111723;0,111508;0,11355;0,115847;0,122058;0,123518;0,121511;0,123276;0,283461
0,0899326;0,0897302;0,0959007;0,0965358;0,0982987;0,0974489;0,0970954;0,0999306;0,112986;0,111388;0,113535;0,11638;0,122114;0,123713;0,1234;0,123257;0,279771
0,0905784;0,0923766;0,0917064;0,095852;0,0943851;0,0997941;0,099971;0,103723;0,11212;0,112206;0,111923;0,116992;0,122874;0,121904;0,120994;0,121145;0,284299
0,0954927;0,0962744;0,0972541;0,095764;0,0992618;0,097855;0,0986574;0,100518;0,111117;0,111922;0,113083;0,115414;0,12244;0,121334;0,123471;0,121112;0,285342
0,092542;0,095716;0,0956631;0,0977592;0,0970754;0,0980804;0,0994996;0,103124;0,111833;0,113017;0,112652;0,114898;0,12118;0,122147;0,121268;0,122163;0,279673
0,0908908;0,0957333;0,0982758;0,0974098;0,0977804;0,0981432;0,0999948;0,104269;0,113554;0,112106;0,113637;0,11526;0,123263;0,123269;0,121517;0,122951;0,283235
0,0937334;0,0969105;0,0968412;0,0971224;0,0984783;0,098986;0,102858;0,102514;0,112137;0,111615;0,113008;0,117836;0,12281;0,123489;0,123279;0,1218;0,279133
0,0933536;0,0960224;0,0966419;0,0983325;0,0990927;0,0989989;0,100437;0,10291;0,113273;0,11032;0,112864;0,116624;0,122678;0,122051;0,121241;0,121697;0,282655
