1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,0942987;0,095355;0,0958017;0,0998604;0,101732;0,101682;0,101783;0,105652;0,115252;0,116021;0,117318;0,11605;0,127869;0,126912;0,127598;0,125774;0,086027
0,0934633;0,099083;0,0995473;0,100756;0,102178;0,102294;0,103344;0,105317;0,114382;0,115966;0,11759;0,117143;0,127524;0,125682;0,126865;0,12572;0,0851477
0,0939288;0,0997099;0,0997377;0,0999953;0,102681;0,10165;0,102341;0,105402;0,116947;0,114666;0,116961;0,118616;0,12845;0,126414;0,128306;0,126175;0,0853078
0,0949387;0,0993567;0,0980631;0,0999283;0,102102;0,100798;0,100291;0,106835;0,114641;0,116992;0,117605;0,120554;0,129775;0,128508;0,125558;0,127104;0,0834613
0,0938731;0,0927122;0,100124;0,100481;0,100748;0,102092;0,101382;0,102195;0,116437;0,114644;0,118413;0,119026;0,127222;0,12908;0,127931;0,126625;0,0858486
0,0960775;0,0992296;0,0997762;0,0999943;0,101616;0,10384;0,103121;0,107904;0,117331;0,113814;0,117823;0,118675;0,127864;0,12775;0,127947;0,127106;0,0852019
0,0923362;0,0961782;0,0994648;0,0999084;0,102398;0,103066;0,103455;0,105078;0,114762;0,115159;0,119352;0,117195;0,126988;0,126924;0,125676;0,126218;0,0796657
0,0919678;0,101363;0,0999426;0,0993417;0,10058;0,102695;0,102755;0,106698;0,117368;0,113981;0,118957;0,119299;0,128293;0,128197;0,125837;0,125502;0,0864486
0,092023;0,100839;0,0959304;0,10136;0,102302;0,103073;0,104101;0,105239;0,117636;0,115542;0,116208;0,119872;0,12898;0,126746;0,125822;0,125301;0,0853526
0,0954944;0,100009;0,0994119;0,100408;0,103079;0,103192;0,103429;0,103844;0,117411;0,116839;0,116828;0,117427;0,129045;0,128477;0,126611;0,125392;0,0801012
