1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,0813653;0,0822054;0,0860011;0,0892866;0,0883353;0,0887644;0,0890944;0,0909039;0,100496;0,101271;0,100394;0,102727;0,108577;0,109055;0,109836;0,110048;6,61429
0,0814585;0,0817943;0,0847967;0,082915;0,0890956;0,089557;0,0881891;0,0898264;0,100894;0,0998039;0,101064;0,105392;0,109622;0,109979;0,110911;0,108763;6,60605
0,0805925;0,0860912;0,0867579;0,0843478;0,0891681;0,0888789;0,0912279;0,0951656;0,100704;0,0979875;0,102024;0,103561;0,110105;0,108105;0,108678;0,109023;6,60696
0,0835144;0,086989;0,0857317;0,0892181;0,0884;0,0900184;0,0904776;0,0914962;0,0991003;0,100066;0,101968;0,102154;0,110613;0,109388;0,109739;0,108487;6,61616
0,0819644;0,0851338;0,0866569;0,0884538;0,0881189;0,0866517;0,0889973;0,0934722;0,0994049;0,0997583;0,101956;0,103629;0,110636;0,10826;0,108052;0,108515;6,6044
0,0810768;0,0830773;0,0878569;0,0867843;0,0886314;0,0874114;0,0869223;0,0945601;0,0990076;0,100631;0,0991338;0,104802;0,11034;0,107869;0,11002;0,108291;6,62433
0,0838048;0,0840998;0,0873527;0,0826171;0,0887789;0,0903091;0,0903403;0,0922483;0,100302;0,100458;0,100889;0,103421;0,110245;0,108844;0,107896;0,11037;6,61507
0,0823594;0,0853936;0,0856061;0,08821;0,0895509;0,0876277;0,0899987;0,0925309;0,101068;0,101287;0,099745;0,101446;0,10779;0,108219;0,10774;0,10915;6,61503
0,0825451;0,0854797;0,0882431;0,0875762;0,0845072;0,0896266;0,0890608;0,0913238;0,101517;0,100994;0,100478;0,102121;0,109802;0,108898;0,109061;0,108677;6,61219
0,0832826;0,0821901;0,0879245;0,0878037;0,0896986;0,0880495;0,0912339;0,0929102;0,100704;0,101437;0,100281;0,104268;0,109915;0,109596;0,108943;0,110219;6,61573
