1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,234946;0,241403;0,16339;0,162673;0,167275;0,166455;0,16894;0,170382;0,191343;0,191046;0,193363;0,193608;0,210795;0,20961;0,211166;0,208945;1763,01
0,230469;0,241067;0,163864;0,164311;0,167163;0,16801;0,168091;0,172686;0,193042;0,190465;0,191944;0,194532;0,209468;0,21086;0,209444;0,209689;1762,32
0,233325;0,241218;0,164182;0,162891;0,167277;0,166721;0,1692;0,170568;0,191082;0,192196;0,193029;0,194349;0,211837;0,209186;0,209975;0,211093;1762,5
0,246085;0,241112;0,165291;0,163728;0,167879;0,1659;0,169891;0,171518;0,19077;0,192181;0,192928;0,196931;0,210364;0,210023;0,210255;0,209922;1761,33
0,231471;0,240736;0,163124;0,16506;0,167574;0,165629;0,170836;0,174891;0,188987;0,192317;0,192269;0,19484;0,212664;0,212001;0,209493;0,209145;1763,88
0,231238;0,24137;0,163903;0,164018;0,167209;0,165814;0,169666;0,170137;0,189837;0,192542;0,192792;0,195377;0,209283;0,21017;0,210572;0,211013;1762,47
0,22878;0,241427;0,162253;0,167321;0,167486;0,166106;0,168972;0,172398;0,190412;0,191613;0,189803;0,197223;0,211672;0,211213;0,209588;0,209248;1763,46
0,229699;0,241279;0,161625;0,164465;0,167852;0,167509;0,170325;0,170959;0,190259;0,190072;0,191317;0,194841;0,210569;0,209429;0,20957;0,209765;1761,96
0,238657;0,240449;0,163961;0,165398;0,166194;0,168199;0,16846;0,170608;0,190156;0,19182;0,191686;0,197461;0,210688;0,210802;0,209269;0,210419;1762,57
0,230885;0,240678;0,163495;0,164477;0,167664;0,172191;0,169522;0,171704;0,191571;0,190227;0,192218;0,198301;0,210887;0,210521;0,212304;0,209356;1763,27
