1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,15939;0,155282;0,163738;0,16409;0,167143;0,165825;0,168285;0,172523;0,18864;0,190408;0,192053;0,195526;0,210289;0,209321;0,208554;0,212007;4,20046
0,153385;0,161425;0,162291;0,162862;0,167738;0,168694;0,169001;0,170684;0,190943;0,190277;0,191219;0,193942;0,209018;0,210801;0,209209;0,209953;4,19989
0,159055;0,161811;0,163048;0,163162;0,167238;0,168143;0,169067;0,174273;0,192187;0,190788;0,191886;0,196273;0,210251;0,211279;0,208877;0,209357;4,19919
0,169072;0,16144;0,163831;0,163519;0,167625;0,16606;0,167331;0,169925;0,190458;0,190507;0,191716;0,198724;0,211102;0,208298;0,209916;0,210999;4,20023
0,154071;0,162861;0,163735;0,163675;0,166838;0,167611;0,168441;0,180124;0,191906;0,189423;0,192469;0,194374;0,211857;0,209957;0,210199;0,20906;4,18484
0,156322;0,163722;0,162622;0,163512;0,165936;0,166099;0,169715;0,172055;0,191072;0,191222;0,191142;0,198139;0,210353;0,21192;0,209152;0,20853;4,1856
0,154072;0,161703;0,163262;0,163912;0,163177;0,167636;0,168898;0,169745;0,190385;0,191314;0,193173;0,193218;0,211659;0,211457;0,211288;0,209064;4,19367
0,157607;0,15861;0,161393;0,164457;0,165729;0,166563;0,167883;0,170829;0,191377;0,190491;0,189443;0,19413;0,21163;0,209856;0,210779;0,209681;4,1982
0,154931;0,162775;0,16331;0,164824;0,16663;0,163538;0,170018;0,172921;0,191767;0,1894;0,192396;0,195546;0,210305;0,209499;0,209114;0,210221;4,21705
0,154125;0,163793;0,161553;0,164255;0,166331;0,166204;0,166979;0,172789;0,191081;0,191028;0,191591;0,195978;0,211722;0,210739;0,208667;0,210995;4,19844
