1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;merged
0,111895;0,113738;0,115405;0,119231;0,121751;0,122838;0,124086;0,125685;0,138169;0,139214;0,136746;0,14003;0,151772;0,152396;0,150009;0,151898;4,76455
0,114528;0,113834;0,118334;0,121341;0,121956;0,121821;0,123388;0,124274;0,137556;0,138741;0,137956;0,139816;0,150871;0,151758;0,152634;0,15021;4,77071
0,114178;0,117298;0,118653;0,120604;0,120544;0,120707;0,121653;0,124288;0,13789;0,13921;0,13795;0,139541;0,151582;0,151062;0,150293;0,151152;4,76685
0,112399;0,116487;0,119072;0,117302;0,123296;0,119219;0,122994;0,126669;0,137224;0,138521;0,140313;0,139795;0,151247;0,151008;0,150935;0,152018;4,76931
0,115796;0,11899;0,119436;0,118217;0,122756;0,123119;0,122308;0,126084;0,138507;0,138532;0,13928;0,138468;0,150063;0,151694;0,150162;0,152481;4,76341
0,113025;0,117801;0,119793;0,120973;0,12209;0,12245;0,122698;0,125153;0,139209;0,137136;0,139686;0,139306;0,152165;0,149835;0,152292;0,150316;4,76686
0,111021;0,117972;0,119245;0,120058;0,122031;0,122734;0,124271;0,127143;0,139126;0,138112;0,139919;0,139796;0,150845;0,151047;0,150454;0,151084;4,77561
0,112162;0,117489;0,117316;0,121509;0,121684;0,121872;0,123147;0,125268;0,138128;0,137795;0,140449;0,138576;0,150052;0,15005;0,150683;0,150938;4,76539
0,11508;0,118917;0,119446;0,118524;0,12173;0,12262;0,121437;0,13068;0,140108;0,138862;0,139543;0,140749;0,152067;0,149884;0,15227;0,149899;4,78714
0,112562;0,118895;0,118534;0,11918;0,122429;0,122438;0,12406;0,128259;0,139008;0,139178;0,142487;0,140185;0,149977;0,152078;0,150471;0,150335;4,77115
